source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,RR4476037,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/1-the-maestro/155-5th-street/RR4476037,1 Bedroom Apartment in Sandown,9040.0,Sandown,Sandton,Gauteng,Apartment,1.0,1.0,,,,,,,0.0,Available Now,"1 Bedroom Apartment in Sandown, 1 The Maestro, 155 5th Street, Brand New 1 Bed Apartments 200m from Sandton City! Save on moving costs with our reduced deposit s",19 Aug 2025,2026-03-27T17:22:28.025327+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,RR4474664,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bramley/88-the-homage/88-forest-road-bramley/RR4474664,Studio Apartment in Bramley,5000.0,Bramley,Sandton,Gauteng,Apartment,0.5,1.0,1.0,,,,,,1.0,,"Studio Apartment in Bramley, 88 The Homage, 88 Forest Road, Bramley, Get your first month rent FREE!!! Pay full deposit. T''s & C''s Apply. Welcome to a beautiful, lux",18 Aug 2025,2026-03-27T17:22:31.850956+00:00,to-rent,gauteng,johannesburg-metro,sandton,bramley
privateproperty,RR4465355,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/1-the-galileo/23-hobart-street/RR4465355,1 Bedroom Apartment in Bryanston,8090.0,Bryanston,Sandton,Gauteng,Apartment,1.0,1.0,,,28.0,,,,0.0,Available Now,"1 Bedroom Apartment in Bryanston, 1 The Galileo, 23 Hobart Street, Brand New 1 Bed Apartments at The Galileo on Hobart Road Limited Launch Offer: Save on upfront cos",6 Aug 2025,2026-03-27T17:22:36.100433+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4460022,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/1-the-galileo/23-hobart-street/RR4460022,Studio Apartment in Bryanston,6590.0,Bryanston,Sandton,Gauteng,Apartment,0.5,1.0,,,24.0,,,,0.0,Available Now,"Studio Apartment in Bryanston, 1 The Galileo, 23 Hobart Street, Brand New Lifestyle Estate in Bryanston with Modern Studio Apartments Limited Launch Special: 50 o",31 Jul 2025,2026-03-27T17:22:39.767087+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4459896,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/05-the-astra/166-grayston-drive/RR4459896,Studio Apartment in Sandown,6390.0,Sandown,Sandton,Gauteng,Apartment,0.5,1.0,,,,,,,0.0,Available Now,"Studio Apartment in Sandown, .5 The Astra, 166 Grayston Drive, Getting started is simpler than ever with a discounted R2,500 deposit on your new studio. Introduci",31 Jul 2025,2026-03-27T17:22:42.446103+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,RR4268096,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/westdene/1-89-treviso-apartments-and-lofts/1-3rd-avenue/RR4268096,Studio Apartment in Westdene,4410.0,Westdene,Northcliff,Gauteng,Apartment,0.5,1.0,1.0,,,,,,1.0,Available Now,"Studio Apartment in Westdene, 1-89 Treviso Apartments and LOFTS, 1 3rd Avenue, Welcome to Treviso Luxury Living with Back-up Electricity and Water, Free WiFi Where comfort, reliab",15 Jul 2025,2026-03-27T17:22:45.068397+00:00,to-rent,gauteng,johannesburg-metro,northcliff,westdene
privateproperty,RR4158554,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/RR4158554,Studio Apartment in Ferndale,5000.0,Ferndale,Randburg,Gauteng,Apartment,0.5,1.0,1.0,,,,,,0.0,Available Now,"Studio Apartment in Ferndale, Modern Apartments from R5 000 Live in Style at Clark on Kent Get your first month rent FREE!!! Pay",9 Jun 2025,2026-03-27T17:22:49.907770+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,RR4396450,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/10-the-atlas/1-inyanga-close/RR4396450,Studio Apartment in Sunninghill,5460.0,Sunninghill,Sandton,Gauteng,Apartment,0.5,1.0,,,30.0,,,,,Available Now,"Studio Apartment in Sunninghill, 10 The Atlas, 1 Inyanga Close, SmartStart Deposit Available: Only R2,500 deposit required! From R5,460 pm - R7,640 pm Find space t",16 May 2025,2026-03-27T17:23:05.301594+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396449,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/12-the-alpha/1-eglin-road/RR4396449,2 Bedroom Apartment in Sunninghill,8980.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,1.0,,,50.0,,,,,Available Now,"2 Bedroom Apartment in Sunninghill, 12 The Alpha, 1 eglin Road, From R8,980 pm - R10,320 pm SmartStart Deposit Available: Only R2,500 deposit required! Need space",16 May 2025,2026-03-27T17:23:08.653248+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396448,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/11-the-alpha/1-eglin-road/RR4396448,1 Bedroom Apartment in Sunninghill,6860.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,1.0,,,40.0,,,,,Available Now,"1 Bedroom Apartment in Sunninghill, 11 The Alpha, 1 Eglin Road, SmartStart Deposit Available: Only R2,500 deposit required! From R6,860 pm - R7,890 pm Need a bit",16 May 2025,2026-03-27T17:23:11.718503+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396442,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/11-the-apollo/2-eglin-road/RR4396442,1 Bedroom Apartment in Sunninghill,6790.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,1.0,,,40.0,,,,,Available Now,"1 Bedroom Apartment in Sunninghill, 11 The Apollo, 2 Eglin Road, From R6,790 pm - R7,660 pm SmartStart Deposit Available: Only R2,500 deposit required! This ones fo",16 May 2025,2026-03-27T17:23:15.176829+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396444,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/12-the-apollo/2-eglin-road/RR4396444,2 Bedroom Apartment in Sunninghill,9030.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,1.0,,,50.0,,,,,Available Now,"2 Bedroom Apartment in Sunninghill, 12 The Apollo, 2 eglin Road, SmartStart Deposit Available: Only R2,500 deposit required! From R9,039 pm - R9,450 pm Welcome home",16 May 2025,2026-03-27T17:23:18.099660+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396446,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/12-the-atlas/1-inyanga-close/RR4396446,2 Bedroom Apartment in Sunninghill,8690.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,1.0,,,50.0,,,,,Available Now,"2 Bedroom Apartment in Sunninghill, 12 The Atlas, 1 Inyanga Close, From R8,690 pm - R10,650 pm SmartStart Deposit Now Available: Only R2,500 deposit required Ideal f",16 May 2025,2026-03-27T17:23:21.834861+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396445,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/11-the-atlas/1-inyanga-close/RR4396445,1 Bedroom Apartment in Sunninghill,6660.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,1.0,,,40.0,,,,,Available Now,"1 Bedroom Apartment in Sunninghill, 11 The Atlas, 1 Inyanga Close, From R6,660 pm - R8,840 SmartStart Deposit Available: Only R2,500 deposit required Step into though",16 May 2025,2026-03-27T17:23:24.667273+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396447,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/10a-the-alpha/1-eglin-road/RR4396447,Studio Apartment in Sunninghill,5870.0,Sunninghill,Sandton,Gauteng,Apartment,0.5,1.0,1.0,1.0,35.0,,,,,Available Now,"Studio Apartment in Sunninghill, 10A The Alpha, 1 Eglin Road, SmartStart Deposit Available: Only R2,500 deposit required! From R5,870 pm - R7,090 pm Step into s",16 May 2025,2026-03-27T17:23:28.926739+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4396441,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/10-the-apollo/2-eglin-road/RR4396441,Studio Apartment in Sunninghill,5810.0,Sunninghill,Sandton,Gauteng,Apartment,0.5,1.0,,,30.0,,,,,Available Now,"Studio Apartment in Sunninghill, 10 The Apollo, 2 eglin Road, SmartStart Deposit Available: Only R2,500 deposit required! From R5,810 pm - R7,530 pm Compact does",16 May 2025,2026-03-27T17:23:31.661500+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR3505307,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/10d-towers-main/160-main-street/RR3505307,Bachelor apartment in Marshalltown,3940.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,0.5,1.0,1.0,1.0,30.0,,,,,Available Now,"Bachelor apartment in Marshalltown, 10D Towers Main, 160 Main Street, PROMO: 50 off 1st month rent 50 OFF Deposit From the moment you move in, you''ll be surrounded by",15 May 2025,2026-03-27T17:23:34.603758+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,RR3505308,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/12d-towers-main/160-main-street/RR3505308,2 Bedroom Apartment in Johannesburg CBD,6390.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,2.0,1.0,,,49.0,,,,,Available Now,"2 Bedroom Apartment in Johannesburg CBD, 12D Towers Main, 160 Main Street, PROMO: 50 off 1st month rent 50 OFF Deposit Each spacious home is thoughtfully designed providing",15 May 2025,2026-03-27T17:23:38.920533+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,RR3217191,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/11b-the-onyx/254-fox-street/RR3217191,1 Bedroom Apartment in Johannesburg CBD,4740.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,39.0,,,,,Available Now,"1 Bedroom Apartment in Johannesburg CBD, 11B The Onyx, 254 fox Street, Just because you live in the city doesnt mean it has to feel that way. Escape into your very own ret",13 May 2025,2026-03-27T17:23:43.322177+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,RR3217194,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/10b-the-onyx/254-fox-street/RR3217194,Bachelor apartment in Johannesburg CBD,3550.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,0.5,1.0,,,21.0,,,,,Available Now,"Bachelor apartment in Johannesburg CBD, 10B The Onyx, 254 fox Street, The stylish units at THE ONYX are what dreams are made of at the lowest prices in the area with FREE",13 May 2025,2026-03-27T17:23:47.279275+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,RR4390516,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/415-the-bolton/2-sturdee-ave/RR4390516,1 Bedroom Apartment in Rosebank,9350.0,Rosebank,Rosebank And Parktown,Gauteng,Apartment,1.0,1.0,,,38.0,,,,,Available Now,"1 Bedroom Apartment in Rosebank, 415 The Bolton, 2 Sturdee Ave, Unbeatable Rental Deal in Rosebank! Nestled in the heart of Rosebank, this sought-after development",10 May 2025,2026-03-27T17:23:51.433651+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank
privateproperty,RR4377832,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/306-oak-avenue/RR4377832,1 Bedroom Apartment in Ferndale,5900.0,Ferndale,Randburg,Gauteng,Apartment,1.0,1.0,1.0,,,,,,1.0,Available Now,"1 Bedroom Apartment in Ferndale, 306 Oak Avenue, Looking for a vibrant, spacious, and affordable apartment Look no further, we''ve got you! The Uniso",23 Apr 2025,2026-03-27T17:23:54.798198+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,RR4374968,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/RR4374968,1 Bedroom Apartment in Braamfontein,2500.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,1.0,Available Now,"1 Bedroom Apartment in Braamfontein, Secure a LOFT Single bed in a shared Semi Furnished 2.5-bedroom apartment is perfect for destressing",17 Apr 2025,2026-03-27T17:23:58.784895+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4374965,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/RR4374965,1 Bedroom Apartment in Braamfontein,3150.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,1.0,Available Now,"1 Bedroom Apartment in Braamfontein, Looking for a cozy and vibrant living space in the heart of the city Secure your single bed in a sha",17 Apr 2025,2026-03-27T17:24:01.317979+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4351817,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/strathavon/0-the-prestige/1-charles-crescent/RR4351817,Studio Apartment in Strathavon,6190.0,Strathavon,Sandton,Gauteng,Apartment,0.5,1.0,,,,,,,0.0,Available Now,"Studio Apartment in Strathavon, The Prestige, 1 Charles Crescent, Be the first to live in a spectacular studio apartment at The Prestige in Strathavon, Sandton. Stud",19 Mar 2025,2026-03-27T17:24:06.593267+00:00,to-rent,gauteng,johannesburg-metro,sandton,strathavon
privateproperty,RR4351789,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/strathavon/1-the-prestige/1-charles-crescent/RR4351789,1 Bedroom Apartment in Strathavon,7390.0,Strathavon,Sandton,Gauteng,Apartment,1.0,1.0,,,,,,,0.0,Available Now,"1 Bedroom Apartment in Strathavon, 1 The Prestige, 1 Charles Crescent, Now Available: A Discounted Deposit of Just R2,500 Saving You On Upfront Moving Costs! Be the first",19 Mar 2025,2026-03-27T17:24:09.568103+00:00,to-rent,gauteng,johannesburg-metro,sandton,strathavon
privateproperty,RR4346599,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/05-the-silo/18-eglin-road/RR4346599,Studio Apartment in Sunninghill,5740.0,Sunninghill,Sandton,Gauteng,Apartment,0.5,1.0,,,20.0,,,,0.0,Available Now,"Studio Apartment in Sunninghill, ,5 The Silo, 18 Eglin Road, Brand New Lifestyle Estate: Modern Studio Apartments at The Silo Be the first to live in a spectacu",13 Mar 2025,2026-03-27T17:24:12.146591+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4346569,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/1-the-silo/18-eglin-road/RR4346569,1 Bedroom Apartment in Sunninghill,6790.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,1.0,,,32.0,,,,0.0,Available Now,"1 Bedroom Apartment in Sunninghill, 1 The Silo, 18 Eglin Road, Brand New 1-Bedroom Apartments at The Silo Be the first to live in your modern 1-bed apartment at T",13 Mar 2025,2026-03-27T17:24:15.366756+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4284177,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/RR4284177,3 Bedroom Apartment in Braamfontein,3200.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,3.0,1.0,,,,,,,1.0,Available Now,"3 Bedroom Apartment in Braamfontein, Looking for a cozy and vibrant living space in the heart of the city Secure your single bed in a sha",19 Dec 2024,2026-03-27T17:24:19.506655+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4260234,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/2-the-encore/13-sloane-street/RR4260234,1 Bedroom Apartment in Bryanston,7690.0,Bryanston,Sandton,Gauteng,Apartment,1.0,1.0,,,,,,,0.0,Available Now,"1 Bedroom Apartment in Bryanston, 2 The Encore, 13 Sloane Street, Move in with a R2,500 deposit and enjoy modern 1-bed apartment living at The Encore in Bryanston. E",15 Nov 2024,2026-03-27T17:24:22.512648+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4260170,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR4260170,Studio Apartment in Bryanston,6390.0,Bryanston,Sandton,Gauteng,Apartment,0.5,1.0,,,,,,,0.0,Available Now,"Studio Apartment in Bryanston, Limited Launch Offer: Enjoy a R2,500 deposit at The Encore in Bryanston! Entrance: Through Epsom Do",15 Nov 2024,2026-03-27T17:24:25.404376+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4258717,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bramley/88-forest-road/RR4258717,1 Bedroom Apartment in Bramley,6250.0,Bramley,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,,,,,1.0,Available Now,"1 Bedroom Apartment in Bramley, 88 Forest Road, Get your first month rent FREE!!! Pay full deposit. T''s & C''s Apply. Welcome to a brand-new luxu",14 Nov 2024,2026-03-27T17:24:28.068477+00:00,to-rent,gauteng,johannesburg-metro,sandton,bramley
privateproperty,RR4249517,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/northcliff/RR4249517,Studio Apartment in Northcliff,4950.0,Northcliff,Northcliff,Gauteng,Apartment,0.5,1.0,1.0,,,,,,1.0,Available Now,"Studio Apartment in Northcliff, Set in the heart of Northcliff sits your brand-new home The Malbec.Discover these spacious newly bui",5 Nov 2024,2026-03-27T17:24:32.243282+00:00,to-rent,gauteng,johannesburg-metro,northcliff,northcliff
privateproperty,RR4243242,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/jeppestown/218-unity-house/275-main-street-street/RR4243242,1 Bedroom Flat in Jeppestown,3795.0,Jeppestown,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,,,"1 Bedroom Flat in Jeppestown, 218 Unity House, 275 Main Street Street, Apply, get approved, pay, and move in and enjoy your first months rental FREE at Unity House. Star",29 Oct 2024,2026-03-27T17:24:35.629050+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,jeppestown
privateproperty,RR3312528,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/berea/10c-crestview/42-alexandra-street/RR3312528,Bachelor apartment in Berea,3470.0,Berea,Johannesburg Central,Gauteng,Apartment,0.5,1.0,1.0,1.0,32.0,,,,,Available Now,"Bachelor apartment in Berea, 10C Crestview, 42 Alexandra Street, Enjoy a 50 off deposit and 50 off 1st month rent! This building has unparalleled charm with a frien",22 Oct 2024,2026-03-27T17:24:38.402966+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,berea
privateproperty,RR3213134,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/berea/10b-plumridge/42-alexandra-street/RR3213134,Bachelor apartment in Berea,3740.0,Berea,Johannesburg Central,Gauteng,Apartment,0.5,1.0,,,41.0,,,,,Available Now,"Bachelor apartment in Berea, 10B Plumridge, 42 Alexandra Street, Short-term and month-to-month rental available NOW! This beautiful Berea gem is just the place to c",21 Oct 2024,2026-03-27T17:24:41.932756+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,berea
privateproperty,RR4222644,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/jeppestown/002-unity-house/275-main-street/RR4222644,2 Bedroom Flat in Jeppestown,4950.0,Jeppestown,Johannesburg Central,Gauteng,Apartment,2.0,1.0,1.0,,,,,,,,"2 Bedroom Flat in Jeppestown, 2 Unity House, 275 Main Street, Apply, get approved, pay, and move in and enjoy your first months rental FREE at Unity House. Star",6 Oct 2024,2026-03-27T17:24:46.133450+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,jeppestown
privateproperty,RR4212948,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/1-the-eclipse/15-simba-road/RR4212948,1 Bedroom Apartment in Sunninghill,7640.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,1.0,,,,,,,0.0,Available Now,"1 Bedroom Apartment in Sunninghill, 1 The Eclipse, 15 Simba Road, Limited Offer: Discounted deposit of only R2,500 to save you on upfront costs! The Eclipse offers t",23 Sep 2024,2026-03-27T17:24:48.775620+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4168647,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/oaklands/1-the-legacy/12-spring-road/RR4168647,1 Bedroom Apartment in Oaklands,8590.0,Oaklands,Rosebank And Parktown,Gauteng,Apartment,1.0,1.0,,,,,,,0.0,Available Now,"1 Bedroom Apartment in Oaklands, 1 The Legacy, 12 Spring Road, Be the first to live in a modern 1 bed apartment at The Legacy in Oaklands available from R8,590mont",2 Aug 2024,2026-03-27T17:24:53.014785+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,oaklands
privateproperty,RR4168581,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/oaklands/1-the-legacy/12-spring-road/RR4168581,Studio apartment in Oaklands,6290.0,Oaklands,Rosebank And Parktown,Gauteng,Apartment,0.0,1.0,,,,,,,0.0,Available Now,"Studio apartment in Oaklands, 1 The Legacy, 12 Spring Road, Be the first to live in a luxury studio apartment at The Legacy in Oaklands. Studios are available f",2 Aug 2024,2026-03-27T17:24:55.575837+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,oaklands
privateproperty,RR4163496,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/atholl/barlow-park/12-barlow-park-lifestyle-estate/180-katherine-street/RR4163496,2 Bedroom Apartment in Barlow Park,8040.0,Atholl,Sandton,Gauteng,Apartment,2.0,1.0,,,52.0,,,,,Available Now,"2 Bedroom Apartment in Barlow Park, 12 Barlow Park Lifestyle Estate, 180 Katherine Street, SmartStart Deposit Option Now Available Pay just R2,950 Deposit A smarter, more affordable way to mo",26 Jul 2024,2026-03-27T17:24:58.565573+00:00,to-rent,gauteng,johannesburg-metro,sandton,atholl
privateproperty,RR4163491,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/atholl/barlow-park/11-barlow-park-lifestyle-estate/180-katherine-street/RR4163491,1 Bedroom Apartment in Barlow Park,6160.0,Atholl,Sandton,Gauteng,Apartment,1.0,1.0,,,40.0,,,,,Available Now,"1 Bedroom Apartment in Barlow Park, 11 Barlow Park Lifestyle Estate, 180 Katherine Street, SmartStart Deposit Option Now Available Pay just R2,950 Deposit A smarter, more affordable way to mo",26 Jul 2024,2026-03-27T17:25:01.954402+00:00,to-rent,gauteng,johannesburg-metro,sandton,atholl
privateproperty,RR4163486,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/atholl/barlow-park/10-barlow-park-lifestyle-estate/180-katherine-street/RR4163486,Studio Apartment in Barlow Park,5090.0,Atholl,Sandton,Gauteng,Apartment,0.5,1.0,,,30.0,,,,,Available Now,"Studio Apartment in Barlow Park, 10 Barlow Park Lifestyle Estate, 180 Katherine Street, SmartStart Deposit Option Now Available Pay just R2,950 Deposit A smarter, more affordable way to mo",26 Jul 2024,2026-03-27T17:25:05.051667+00:00,to-rent,gauteng,johannesburg-metro,sandton,atholl
privateproperty,RR2907194,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/84-fox-street/RR2907194,1 Bedroom Apartment in Johannesburg CBD,5090.0,Johannesburg Cbd,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,,Available Now,"1 Bedroom Apartment in Johannesburg CBD, 84 Fox Street, A medium sized bachelor flat is perfect for the up to two people needing a trendy and convenient hom",28 Jun 2024,2026-03-27T17:25:07.728104+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd
privateproperty,RR4129984,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/premium-studio-the-eclipse/15-simba-road/RR4129984,Studio apartment in Sunninghill,6600.0,Sunninghill,Sandton,Gauteng,Apartment,0.5,1.0,,,,,,,0.0,Available Now,"Studio apartment in Sunninghill, Premium Studio, The Eclipse, 15 Simba Road, A discounted deposit of only R2,500 is now available saving you on upfront costs! Be the first to l",19 Jun 2024,2026-03-27T17:25:11.342998+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4129963,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/compact-studio-the-eclipse/15-simba-road/RR4129963,Studio apartment in Sunninghill,6190.0,Sunninghill,Sandton,Gauteng,Apartment,0.5,1.0,,,,,,,0.0,Available Now,"Studio apartment in Sunninghill, Compact Studio, The Eclipse, 15 Simba Road, Offering a discounted deposit of only R2,500 saving you on upfront costs! Be the first to live in a",19 Jun 2024,2026-03-27T17:25:15.393774+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR4102752,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/RR4102752,1 Bedroom Apartment in Braamfontein,3500.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,1.0,Available Now,"1 Bedroom Apartment in Braamfontein, Looking for a cozy and vibrant living space in the heart of the city Secure your single bed in a sha",16 May 2024,2026-03-27T17:25:19.047304+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4080504,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/the-maverick/44-norwich-close/RR4080504,Studio Apartment in Sandown,7440.0,Sandown,Sandton,Gauteng,Apartment,0.5,1.0,1.0,,25.0,,,,0.0,Available Now,"Studio Apartment in Sandown, . The Maverick, 44 Norwich Close, Brand New Apartments! Special: Deposit Special of only R2,500 Now Available Saving You On Upfront",18 Apr 2024,2026-03-27T17:25:34.477209+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,RR3305755,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/corner-oxford-and-west-avenue-ferndale-randburg-corner-oxford-and-west-avenue-ferndale-randburg/RR3305755,2 Bedroom Apartment in Ferndale,7450.0,Ferndale,Randburg,Gauteng,Apartment,2.0,1.0,1.0,,,,,,1.0,Available Now,"2 Bedroom Apartment in Ferndale, Corner Oxford and West Avenue Ferndale, Randburg Corner Oxford and West Avenue Ferndale, Randburg, First Months Rent FREE! Pay full deposit. Ts & Cs apply. Modern bachelor apartments available at Th",10 Apr 2024,2026-03-27T17:25:38.232056+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
