source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,SYNRENT07693,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/berea/SYNRENT07693,3 Bedroom Apartment in Berea,4100.0,Berea,Johannesburg Central,Gauteng,Apartment,3.0,1.0,2.0,2.0,112.5853187754715,194.31862280551425,,,1.0,Available Now,"2 Bedroom Apartment in Waterfall Estate, B-987-J The Precinct Luxury Apartments, 1 Mushroom Rd, Plooysville AH, Midrand, 1686 1 Mushroom Rd, Plooysville AH, Midrand, 1686, Storage units available. Currently on special. S",08 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,berea
privateproperty,SYNRENT07694,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways-gardens/SYNRENT07694,2 Bedroom House in Fourways Gardens,51200.0,Fourways Gardens,Sandton,Gauteng,House,2.0,3.0,2.0,2.0,504.15996062018866,126.03999015504716,,,,,"1 Bedroom Apartment in Douglasdale, 338 Douglasdale Retirement Village, 28 Galloway, DOUGLASDALE RETIREMENT VILLAGE!!! OVER THE AGE OF 50 CALL NOW!!! Available is this stunning 1 bedro",05 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways-gardens
privateproperty,SYNRENT07695,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/sunninghill/SYNRENT07695,1 Bedroom House in Sunninghill,7350.0,Sunninghill,North Riding To Lanseria,Gauteng,House,1.0,1.0,2.0,2.0,96.16945156225532,182.94746366448183,,,,,"2 Bedroom Apartment in Johannesburg CBD, oo Durban Heights, 36 Durban Street, Modern 2-Bedroom Apartment for Rent Durban Heights, Johannesburg CBD Address: 36 Durban Street, C",23 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,sunninghill
privateproperty,SYNRENT07696,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/SYNRENT07696,1 Bedroom Apartment in Rosebank,23000.0,Rosebank,Rosebank And Parktown,Gauteng,Apartment,1.0,1.0,3.0,3.0,86.44256198396566,169.8220258286895,,,1.0,Available Now,"2 Bedroom Apartment in Halfway House, 89 Seattle Creek, 103 14th Road, Noordwyk, 2-Bedroom 1-Bathroom First-Floor Apartment This unit offers an open-plan living space with a spaciou",08 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank
privateproperty,SYNRENT07697,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT07697,1 Bedroom Apartment in Sunninghill,9650.0,Sunninghill,Sandton,Gauteng,Apartment,1.0,1.0,2.0,2.0,95.8590240757604,169.57826018277729,,,,,"Studio Apartment in City & Suburban (Maboneng), 1 Eyethu House, 270 Marshall Street, GET FREE HIGH-SPEED WIFI NOW The city is trendy and you can be a part of it when you move into EYET",14 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT07698,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/kyalami/SYNRENT07698,4 Bedroom Apartment in Kyalami,11000.0,Kyalami,Northcliff,Gauteng,Apartment,4.0,2.0,4.0,2.0,90.20428771846993,189.55011255903145,,,,,"3 Bedroom House in Dainfern Ridge, This fabulous 3 bedroom home consists of a open plan dining area, two lounges leading out onto a sp",15 Dec 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,northcliff,kyalami
privateproperty,SYNRENT07699,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/morningside/SYNRENT07699,1 Bedroom Apartment in Morningside,15300.0,Morningside,Sandton,Gauteng,Apartment,1.0,2.0,2.0,2.0,80.65065150135848,163.85788810777046,,,1.0,,"Studio Apartment in Johannesburg CBD, 450-52 Newgate, 108 Rahima Moosa, Convenient Apartments to Rent in Newgate Mall, Johannesburg LIMITED OFFER: FLEXI DEPOSIT OPTIONS AV",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,morningside
privateproperty,SYNRENT07700,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/forest-hill/SYNRENT07700,3 Bedroom Apartment in Forest Hill,4350.0,Forest Hill,Johannesburg South,Gauteng,Apartment,3.0,1.0,2.0,1.0,97.7916347296851,173.32808448637007,,,1.0,,"3 Bedroom House in Malanshof, Beautiful home in quiet cul-de-sac setting for added peace of mind This beautiful home is situated i",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,forest-hill
privateproperty,SYNRENT07701,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/clayville/SYNRENT07701,3 Bedroom House in Clayville,7600.0,Clayville,Midrand,Gauteng,House,3.0,2.0,1.0,1.0,30.047851113128605,167.2342354741445,,,1.0,Available Now,"5 Bedroom House in Dainfern Golf Estate, Step through the double-volume entrance hall and youre immediately welcomed into a home designed for",05 May 2025,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,clayville
privateproperty,SYNRENT07702,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/oakdene/SYNRENT07702,3 Bedroom House in Oakdene,34000.0,Oakdene,Midrand,Gauteng,House,3.0,2.0,2.0,2.0,268.6431005813372,429.8101356030967,,,1.0,,"1 Bedroom House in Ferndale, 1 Bedroom Garden Cottage to Rent in Ferndale Newly renovated and spacious ground floor 1-bedroom ga",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,oakdene
privateproperty,SYNRENT07703,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/SYNRENT07703,3 Bedroom Apartment in Waterfall Estate,24100.0,Waterfall Estate,Midrand,Gauteng,Apartment,3.0,1.0,2.0,2.0,93.16056007803729,184.80263085341568,,,,Available Now,"1 Bedroom Apartment in Sunninghill, 11 The Alpha, 1 Eglin Road, SmartStart Deposit Available: Only R2,500 deposit required! From R6,860 pm - R7,890 pm Need a bit",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,SYNRENT07704,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/olivedale/SYNRENT07704,2 Bedroom House in Olivedale,27500.0,Olivedale,North Riding To Lanseria,Gauteng,House,2.0,3.0,1.0,1.0,259.5252680147142,345.1525887507516,,,,Available Now,"4 Bedroom House in Sandhurst, Live in the lap of Luxury on the Prestige Morsim Road This home epitomizes style and sophistication",15 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,olivedale
privateproperty,SYNRENT07705,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/SYNRENT07705,3 Bedroom House in Dainfern,5500.0,Dainfern,Sandton,Gauteng,House,3.0,1.0,1.0,1.0,48.200035180058926,147.12128813134424,,,1.0,,"1 Bedroom House in Bedfordview, This well located 1 bedroom apartment offers comfortable living with a spacious lounge, perfect for",14 Mar 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
privateproperty,SYNRENT07706,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/woodmead/SYNRENT07706,5 Bedroom House in Woodmead,40400.0,Woodmead,Sandton,Gauteng,House,5.0,4.0,2.0,2.0,174.19511439672272,345.59949536310813,,,,Available Now,"1 Bedroom Apartment in Norwood, Welcome to this top floor apartment offering modern living with comfort and convenience. One spacio",10 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,woodmead
privateproperty,SYNRENT07707,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/north-riding/SYNRENT07707,2 Bedroom House in North Riding,12400.0,North Riding,Midrand,Gauteng,House,2.0,2.0,5.0,1.0,91.88532429664868,196.49287288714532,,,1.0,,"2 Bedroom Apartment in Morningside, 800 254 West Road South, 254 West Road South, This property is professionally managed by Etchells & Young Property Brokers. A fully furnished 2-b",02 Feb 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,north-riding
privateproperty,SYNRENT07708,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/jeppestown/SYNRENT07708,2 Bedroom Apartment in Jeppestown,7400.0,Jeppestown,Midrand,Gauteng,Apartment,2.0,1.0,2.0,2.0,89.18030131986781,172.644741524024,,,1.0,Available Now,"Studio Apartment in Sandown, 1 The Maestro, 155 5th Street, Limited Launch Special: 50 off the 1st Month''s Rent!!! Brand New Studio Apartments 200 meters from",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,jeppestown
privateproperty,SYNRENT07709,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/city-and-suburban-maboneng/SYNRENT07709,2 Bedroom House in City And Suburban Maboneng,49300.0,City And Suburban Maboneng,Randburg,Gauteng,House,2.0,4.0,2.0,2.0,604.427734583282,151.1069336458205,,,1.0,,"3 Bedroom House in Randpark Ridge, Charming 3-Bedroom Home with Garden in Randpark Ridge Discover this inviting 3-bedroom, 2-bathroom",05 Aug 2025,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,randburg,city-and-suburban-maboneng
privateproperty,SYNRENT07710,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/mondeor/SYNRENT07710,2 Bedroom House in Mondeor,13800.0,Mondeor,Johannesburg South,Gauteng,House,2.0,1.0,2.0,2.0,95.25270138423282,262.4802522723084,,,1.0,Available Now,"Studio Apartment in Sunninghill, 10A The Alpha, 1 Eglin Road, SmartStart Deposit Available: Only R2,500 deposit required! From R5,870 pm - R7,090 pm Step into s",01 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,mondeor
privateproperty,SYNRENT07711,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/florida-glen/SYNRENT07711,5 Bedroom House in Florida Glen,21700.0,Florida Glen,Northcliff,Gauteng,House,5.0,4.0,4.0,1.0,96.54233088479367,184.498610109563,,,1.0,,"5 Bedroom House in Dainfern, Contemporary Living Designed for Comfort & Entertaining Experience the perfect fusion of modern ele",18 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,northcliff,florida-glen
privateproperty,SYNRENT07712,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/SYNRENT07712,2 Bedroom House in Ferndale,40200.0,Ferndale,Randburg,Gauteng,House,2.0,3.0,2.0,1.0,550.8672360598665,137.71680901496663,,,1.0,,"3 Bedroom House in Mondeor, 3 Bedroom House to Rent in Mondeor Discover refined family living in this elegant Mondeor residence",18 Apr 2024,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,SYNRENT07713,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedford-gardens/SYNRENT07713,3 Bedroom House in Bedford Gardens,14000.0,Bedford Gardens,Bedfordview,Gauteng,House,3.0,3.0,1.0,1.0,138.05689930825125,174.8224165692841,,,1.0,Available Now,"3 Bedroom House in Kelvin, Nestled in the heart of Sandton, this beautifully maintained 3-bedroom home offers the perfect blend",18 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedford-gardens
privateproperty,SYNRENT07714,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/SYNRENT07714,3 Bedroom House in Fourways,47600.0,Fourways,Sandton,Gauteng,House,3.0,4.0,4.0,2.0,603.2318073263075,150.80795183157687,,,1.0,,"3 Bedroom House in Sydenham, 3 Bed 2.5 Bath house to rent in Sydenham Welcome to your charming new home! With a classic design,",19 Nov 2022,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,SYNRENT07715,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/broadacres/SYNRENT07715,2 Bedroom House in Broadacres,13400.0,Broadacres,Sandton,Gauteng,House,2.0,1.0,4.0,4.0,89.8888093056718,295.7587951242733,,,1.0,,"2 Bedroom Apartment in Houghton Estate, THE PARAMOUNT, 1 8TH Street, Luxury 2 Bed | 2 Bath Corner Apartment No Load Shedding | Balcony | Immediate Occupation Location:",16 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,broadacres
privateproperty,SYNRENT07716,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/SYNRENT07716,0 Bedroom Apartment in North Riding,10000.0,North Riding,North Riding To Lanseria,Gauteng,Apartment,0.0,1.0,1.0,1.0,76.40722878369105,187.2602619297911,,,1.0,,"6 Bedroom House in Houghton Estate, Luxury 6-Bedroom Home to Rent in Prime Houghton Location Situated along the prestigious, tree-lined",19 Feb 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding
privateproperty,SYNRENT07717,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/northcliff/melville/SYNRENT07717,1 Bedroom Apartment in Melville,19600.0,Melville,Northcliff,Gauteng,Apartment,1.0,2.0,2.0,1.0,97.49970499819682,171.16974486616266,,,1.0,Available Now,"2 Bedroom Apartment in Noordwyk, 11 Sagewood Lifestyle Apartments, 22 22 Acacia St, Convenient location just off Olifantsfontein Rd FREE uncapped internet access Fully-eq",01 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,northcliff,melville
privateproperty,SYNRENT07718,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT07718,3 Bedroom Apartment in Bryanston,11100.0,Bryanston,Sandton,Gauteng,Apartment,3.0,1.0,2.0,2.0,58.85550417823078,17.908616310347654,,,1.0,,"4 Bedroom House in Bryanston, Situated within the prestigious Santa Lourdes Estate in Bryanston, this elegant and spacious home of",24 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT07719,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/SYNRENT07719,1 Bedroom House in Ferndale,2600.0,Ferndale,Randburg,Gauteng,House,1.0,2.0,2.0,2.0,87.4496268825084,176.7410369856538,,,1.0,,"2 Bedroom Apartment in Barbeque Downs, Discover Your Perfect Home in Barbeque Downs, Midrand! Welcome to your new sanctuary! Nestled in th",18 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,SYNRENT07720,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/SYNRENT07720,3 Bedroom House in Waterfall Estate,66800.0,Waterfall Estate,Midrand,Gauteng,House,3.0,5.0,1.0,1.0,601.6107559967379,150.40268899918448,,,,Available Now,"3 Bedroom Apartment in Yeoville, 3 Bedrooms CLEANSECURE Opportunity to rent the apartments at Crown Court. Situated in a quite enviro",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,SYNRENT07721,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/beverley/SYNRENT07721,1 Bedroom Apartment in Beverley,12600.0,Beverley,Sandton,Gauteng,Apartment,1.0,3.0,4.0,1.0,140.8694031941732,186.12660406403793,,,,,"4 Bedroom House in Morninghill, Spacious 4 bedroom house to let in Morninghill 4 Bedroom House to Rent in Morning Hill This spaciou",17 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,beverley
privateproperty,SYNRENT07722,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/barbeque-downs/SYNRENT07722,0 Bedroom Apartment in Barbeque Downs,14300.0,Barbeque Downs,Sandton,Gauteng,Apartment,0.0,1.0,1.0,1.0,77.93346686213015,173.19488224632997,,,,,"5 Bedroom House in Waterfall Country Estate, Set in the heart of the prestigious, secure, Waterfall Country Estate, is an architectural masterpie",08 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,barbeque-downs
privateproperty,SYNRENT07723,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami-ah/SYNRENT07723,4 Bedroom House in Kyalami Ah,26300.0,Kyalami Ah,Midrand,Gauteng,House,4.0,2.0,7.0,2.0,88.04547980663324,177.74981558013607,,,1.0,Available Now,"5 Bedroom House in Dainfern Golf Estate, Step through the double-volume entrance hall and youre immediately welcomed into a home designed for",05 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami-ah
privateproperty,SYNRENT07724,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/randburg/ferndale/SYNRENT07724,1 Bedroom Apartment in Ferndale,3750.0,Ferndale,Randburg,Gauteng,Apartment,1.0,1.0,2.0,2.0,90.62084390828394,151.371161537305,,,,,"2 Bedroom Apartment in Hyde Park, SPACIOUS FULLY FURNISHED APARTMENT TO RENT Situated in a prestige area, within close proximity to H",27 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,randburg,ferndale
privateproperty,SYNRENT07725,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/SYNRENT07725,6 Bedroom House in Bedfordview,45600.0,Bedfordview,Bedfordview,Gauteng,House,6.0,4.0,1.0,1.0,94.88229975437442,174.30546789432165,,,1.0,Available Now,"3 Bedroom Apartment in Crowthorne, 531 The Whisken, 1 whisken avenue, Very Modern and Neat 3 bedroom Apartment to Let Immediately This Neat and new unit is now available",21 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,SYNRENT07726,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/olivedale/SYNRENT07726,1 Bedroom House in Olivedale,8800.0,Olivedale,Sandton,Gauteng,House,1.0,1.0,1.0,1.0,79.85460435660642,177.03995236622973,,,1.0,Available Now,"3 Bedroom House in Kensington, 48 Patrol Street, Spacious 3-bedroom house with solar geyser for rent in Kensington. This lovely family home has 3 spa",19 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,olivedale
privateproperty,SYNRENT07727,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/linmeyer/SYNRENT07727,4 Bedroom House in Linmeyer,12700.0,Linmeyer,Johannesburg South,Gauteng,House,4.0,3.0,2.0,1.0,97.09752548854128,178.75433067297988,,,,,"2 Bedroom Apartment in Morningside, LUXURY 2 BEDROOM FULLY FURNISHED CORNER UNIT Experience elevated living from this stunning corner",12 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,linmeyer
privateproperty,SYNRENT07728,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/observatory/SYNRENT07728,0 Bedroom House in Observatory,1000.0,Observatory,Johannesburg Central,Gauteng,House,0.0,2.0,3.0,2.0,38.48716183292684,170.9987180736194,,,1.0,Available Now,"4 Bedroom House in Sandhurst, 1 On Eaton, Situated in the prestigious Sanhurst Place on Eaton Road, this elegant and spacious home offers the",26 Aug 2025,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,observatory
privateproperty,SYNRENT07729,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/paulshof/SYNRENT07729,3 Bedroom House in Paulshof,16300.0,Paulshof,Sandton,Gauteng,House,3.0,2.0,1.0,1.0,133.1341010620133,148.53077208278387,,,1.0,,"3 Bedroom House in Sunninghill, Tenant prequalification required. 3 bed family home with staff quarters in Sunninghill Gardens. Next",02 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,paulshof
privateproperty,SYNRENT07730,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/SYNRENT07730,3 Bedroom House in Sandown,48200.0,Sandown,Sandton,Gauteng,House,3.0,2.0,2.0,2.0,583.610662489976,180.4684069312564,,,,,"2 Bedroom Apartment in Halfway House, 89 Seattle Creek, 103 14th Road, Noordwyk, 2-Bedroom 1-Bathroom First-Floor Apartment This unit offers an open-plan living space with a spaciou",19 Feb 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,SYNRENT07731,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/morningside/SYNRENT07731,1 Bedroom Apartment in Morningside,8050.0,Morningside,Sandton,Gauteng,Apartment,1.0,2.0,2.0,2.0,92.48196364814422,179.99344484042683,,,1.0,Available Now,"2 Bedroom Apartment in Noordwyk, M437 Phoenix View, 14th Road, This well-maintained 2-bedroom apartment is located in the secure and sought-after Phoenix View comp",14 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,morningside
privateproperty,SYNRENT07732,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/lenasia-to-ennerdale/lenasia/SYNRENT07732,1 Bedroom Apartment in Lenasia,4900.0,Lenasia,Lenasia To Ennerdale,Gauteng,Apartment,1.0,1.0,2.0,2.0,92.0945706908957,174.46268606286858,,,1.0,Available Now,"2 Bedroom House in Sandton Central, Sandton Hideout Lela Apartment Modern Luxury with Flexible Stays in the Heart of Sandton Welcome to",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,lenasia-to-ennerdale,lenasia
privateproperty,SYNRENT07733,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami/SYNRENT07733,2 Bedroom Apartment in Kyalami,11200.0,Kyalami,Midrand,Gauteng,Apartment,2.0,2.0,5.0,4.0,65.50341344336043,68.6469939771389,,,1.0,Available Now,"Bachelor apartment in Marshalltown, 10B 260 Marshall, 260 Marshall Street, Move into 260 MARSHALL today! Secure, well-maintained and state-of-the-art amenities are all youll h",14 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami
privateproperty,SYNRENT07734,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT07734,4 Bedroom House in Bryanston,67500.0,Bryanston,Sandton,Gauteng,House,4.0,3.0,3.0,3.0,385.678025118635,96.41950627965875,,,1.0,,"2 Bedroom House in Protea Glen, 1 Fisher, This property is located in protea Glen ext 14, Offers two bedrooms one fitted, tiled, Kitchen fi",17 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT07735,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/kengies/SYNRENT07735,2 Bedroom Apartment in Kengies,22500.0,Kengies,Sandton,Gauteng,Apartment,2.0,2.0,2.0,2.0,88.9041571158918,162.72046316332177,,,,,"1 Bedroom House in Protea Glen, 119 Cabbage, Bachelor apartment located in Protea glen ext 29 This beautiful bachelor is a separate two room, it",28 Nov 2025,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,kengies
privateproperty,SYNRENT07736,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/SYNRENT07736,4 Bedroom Apartment in Sunninghill,8900.0,Sunninghill,Sandton,Gauteng,Apartment,4.0,2.0,2.0,1.0,41.45708002635781,169.9118615420526,,,1.0,Available Now,"3 Bedroom House in Bryanston, This fully furnished 3-bedroom cluster in Sandton offers secure, low-maintenance accommodation and a",27 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,SYNRENT07737,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/SYNRENT07737,3 Bedroom Apartment in Waterfall Estate,13800.0,Waterfall Estate,Midrand,Gauteng,Apartment,3.0,1.0,2.0,1.0,106.16916353548939,179.07557167799013,,,,,"3 Bedroom House in Fourways, Move-In Ready 3-Bedroom Double-Storey Home with Furnished Bedrooms & Appliances Included Perfect for",21 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,SYNRENT07738,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/soweto/pimville/SYNRENT07738,1 Bedroom Apartment in Pimville,7550.0,Pimville,Soweto,Gauteng,Apartment,1.0,1.0,1.0,1.0,87.99965600856336,187.24548149643496,,,,Available Now,"4 Bedroom Apartment in Treesbank AH, B30D Meander Lifestyle Apartments, 1 Celery Drive, FREE Uncapped Internet Access Load-shedding Solutions Solar Backups for lights and internet,",06 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,soweto,pimville
privateproperty,SYNRENT07739,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/mulbarton/SYNRENT07739,1 Bedroom House in Mulbarton,10300.0,Mulbarton,Johannesburg South,Gauteng,House,1.0,2.0,4.0,2.0,77.87810717049359,176.19390975711437,,,1.0,,"4 Bedroom House in New Brighton, This beautifully renovated 4-bedroom family home is perfectly positioned in a quiet, well-maintained",16 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,mulbarton
privateproperty,SYNRENT07740,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/SYNRENT07740,7 Bedroom House in Bryanston,64200.0,Bryanston,Sandton,Gauteng,House,7.0,4.0,10.0,1.0,96.0027053461928,172.30443513458383,,,,,"3 Bedroom House in Dainfern Ridge, This double-storey family home in Dainfern Ridge offers spacious living in a secure estate setting.",05 Mar 2026,2026-03-27T17:37:35+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,SYNRENT07741,https://synthetic.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/dainfern/SYNRENT07741,0 Bedroom Apartment in Dainfern,7650.0,Dainfern,Sandton,Gauteng,Apartment,0.0,1.0,1.0,1.0,95.53774418550884,188.23285234797314,,,1.0,,"2 Bedroom House in Jukskei Park, 149 River Glades, 67 Juweel, CHARMING 2 BEDROOM APARTMENT IN RIVER GLADES ESTATE, JUKSKEI PARK, RANDBURG: Spacious, yet cozy 2-",05 Mar 2026,2026-03-27T16:35:40+00:00,to-rent,gauteng,johannesburg-metro,sandton,dainfern
